square, 60, 79.65, 0.15
tri, 54, 50.85, 0.15
noise, 20, 69.3, 0.0375
square, 72, 55.35, 0.15
square, 72, 72.75, 0.15
square, 55, 80.1, 0.15
square, 84, 16.2, 0.15
square, 64, 18.15, 0.15
tri, 64, 5.85, 0.15
square, 74, 72.9, 0.15
noise, 20, 11.899, 0.024609
square, 72, 66.15, 0.15
square, 74, 22.2, 0.15
noise, 20, 60.45, 0.0375
noise, 20, 23.299, 0.024609
square, 74, 27, 0.15
square, 64, 45.6, 0.15
noise, 20, 19.5, 0.024609
noise, 20, 45.499, 0.024609
square, 60, 42.15, 0.15
noise, 20, 34.05, 0.075
square, 77, 67.35, 0.15
square, 71, 1.2, 0.15
noise, 20, 4.2, 0.075
noise, 20, 6.6, 0.075
tri, 60, 44.55, 0.15
noise, 20, 65.7, 0.0375
square, 74, 19.05, 0.15
tri, 53, 8.55, 0.15
tri, 55, 58.05, 0.15
tri, 53, 61.5, 0.15
tri, 60, 17.7, 0.15
tri, 64, 9.9984, 0.10078
square, 65, 51.6, 0.15
square, 68, 36.45, 0.15
square, 77, 67.8, 0.19922
noise, 20, 64.5, 0.0375
tri, 53, 18.9, 0.15
square, 64, 79.2, 0.15
square, 76, 77.25, 0.15
square, 68, 51.3, 0.15
square, 72, 50.4, 0.15
tri, 43, 74.1, 0.15
square, 64, 20.4, 0.15
square, 75, 24.75, 0.15
tri, 60, 22.5, 0.15
square, 67, 58.8, 0.15
noise, 20, 67.65, 0.0375
noise, 20, 22.099, 0.024609
tri, 48, 26.4, 0.15
noise, 20, 71.7, 0.075
noise, 20, 26.299, 0.024609
noise, 20, 24.9, 0.024609
noise, 20, 21.3, 0.024609
square, 68, 34.05, 0.15
noise, 20, 40.65, 0.0375
square, 72, 14.1, 0.15
tri, 48, 30.9, 0.15
noise, 20, 54, 0.0375
noise, 20, 45.3, 0.024609
noise, 20, 69, 0.075
tri, 55, 11.55, 0.15
tri, 55, 59.1, 0.15
square, 68, 31.95, 0.15
square, 74, 63.398, 0.10078
square, 60, 23.55, 0.15
noise, 20, 50.4, 0.0375
square, 71, 9.9984, 0.10078
tri, 60, 18.45, 0.15
tri, 44, 69.6, 0.15
noise, 20, 9, 0.075
tri, 55, 67.65, 0.15
square, 75, 17.25, 0.15
tri, 77, 25.65, 0.13125
square, 79, 9.9984, 0.10078
square, 76, 22.65, 0.15
tri, 53, 9.3, 0.15
square, 72, 48.6, 0.15
square, 72, 52.05, 0.15
square, 72, 10.2, 0.15
square, 71, 49.95, 0.15
square, 61, 4.35, 0.15
square, 62, 4.05, 0.15
tri, 55, 4.05, 0.15
square, 72, 13.65, 0.15
square, 76, 17.85, 0.15
square, 64, 28.5, 0.15
square, 74, 53.798, 0.10078
tri, 57, 58.399, 0.19922
square, 64, 58.95, 0.15
noise, 20, 13.5, 0.024609
tri, 51, 36.45, 0.15
tri, 57, 11.25, 0.15
square, 68, 72.15, 0.15
noise, 20, 32.1, 0.075
noise, 20, 32.4, 0.075
noise, 20, 25.099, 0.024609
noise, 20, 40.5, 0.0375
tri, 55, 34.8, 0.15
square, 70, 75.3, 0.15
square, 72, 18.9, 0.15
noise, 20, 35.25, 0.0375
square, 67, 60.45, 0.15
tri, 43, 33.3, 0.15
noise, 20, 50.299, 0.024609
noise, 20, 76.05, 0.0375
square, 64, 65.25, 0.15
square, 68, 69.75, 0.15
tri, 53, 66.3, 0.15
square, 72, 49.65, 0.15
noise, 20, 3, 0.075
tri, 53, 62.1, 0.15
noise, 20, 10.5, 0.024609
square, 77, 61.35, 0.15
noise, 20, 70.8, 0.075
square, 66, 0.15, 0.15
tri, 60, 30, 0.15
square, 69, 64.95, 0.15
square, 70, 4.35, 0.15
square, 77, 67.65, 0.15
square, 67, 48.199, 0.098437
noise, 20, 4.8, 0.0375
square, 66, 0.45, 0.15
tri, 60, 52.35, 0.15
tri, 56, 36.9, 0.15
tri, 48, 37.65, 0.15
noise, 20, 2.7, 0.024609
noise, 20, 1.65, 0.0375
tri, 60, 64.35, 0.15
tri, 59, 58.598, 0.20156
square, 70, 70.5, 0.15
noise, 20, 41.899, 0.024609
square, 79, 15.75, 0.13125
square, 65, 49.8, 0.15
tri, 55, 54, 0.15
noise, 20, 74.25, 0.075
noise, 20, 4.0992, 0.024609
tri, 57, 49.65, 0.15
tri, 48, 59.4, 0.15
square, 84, 25.8, 0.15
tri, 55, 30.6, 0.15
tri, 65, 43.8, 0.15
square, 74, 14.25, 0.15
square, 76, 76.8, 0.15
square, 67, 79.65, 0.15
square, 60, 8.55, 0.15
tri, 60, 25.05, 0.15
noise, 20, 38.7, 0.0375
noise, 20, 22.2, 0.075
noise, 20, 43.099, 0.024609
square, 64, 68.55, 0.15
tri, 60, 56.1, 0.15
square, 72, 54.15, 0.15
square, 60, 28.35, 0.15
noise, 20, 58.2, 0.075
square, 84, 25.65, 0.13125
noise, 20, 73.95, 0.075
square, 78, 24.45, 0.15
square, 68, 31.35, 0.15
noise, 20, 53.7, 0.0375
tri, 55, 40.8, 0.15
noise, 20, 79.05, 0.0375
tri, 56, 34.5, 0.15
noise, 20, 6, 0.0375
square, 72, 74.55, 0.15
noise, 20, 36.9, 0.075
noise, 20, 14.7, 0.024609
square, 76, 39.3, 0.15
square, 69, 48.9, 0.15
square, 60, 9.6, 0.098437
tri, 55, 15.3, 0.15
square, 66, 77.25, 0.15
square, 78, 22.05, 0.15
square, 70, 72.9, 0.15
square, 69, 18.3, 0.15
square, 74, 67.35, 0.15
square, 67, 9.7992, 0.098437
square, 79, 48.398, 0.10078
square, 71, 52.8, 0.098437
tri, 60, 64.2, 0.15
square, 71, 6.75, 0.15
square, 60, 2.85, 0.15
square, 77, 12.6, 0.15
tri, 60, 61.8, 0.15
square, 79, 43.598, 0.10078
square, 62, 11.55, 0.15
noise, 20, 36, 0.075
square, 71, 45.15, 0.15
tri, 50, 0.15, 0.15
noise, 20, 67.8, 0.075
tri, 48, 14.4, 0.15
tri, 65, 48.6, 0.15
square, 77, 52.999, 0.098437
square, 72, 7.2, 0.15
square, 79, 25.8, 0.15
square, 72, 64.95, 0.15
square, 66, 0.75, 0.15
square, 64, 7.2, 0.15
square, 68, 74.55, 0.15
tri, 55, 67.8, 0.19922
square, 68, 72, 0.15
square, 65, 66.6, 0.15
square, 60, 46.05, 0.15
noise, 20, 73.65, 0.0375
square, 69, 23.55, 0.15
tri, 48, 35.25, 0.15
tri, 53, 42.15, 0.15
square, 66, 38.4, 0.15
square, 74, 67.8, 0.19922
noise, 20, 40.8, 0.0375
tri, 77, 16.2, 0.15
noise, 20, 64.8, 0.0375
square, 67, 1.8, 0.15
square, 72, 69.75, 0.15
square, 77, 58.05, 0.15
tri, 60, 9.7992, 0.098437
square, 70, 32.1, 0.15
square, 71, 11.55, 0.15
square, 74, 75.3, 0.15
noise, 20, 10.2, 0.075
square, 76, 49.35, 0.15
square, 76, 6.15, 0.15
square, 72, 74.4, 0.15
tri, 50, 39.15, 0.15
tri, 52, 46.05, 0.15
square, 64, 60.9, 0.15
square, 77, 53.4, 0.098437
square, 68, 74.4, 0.15
tri, 48, 46.5, 0.15
noise, 20, 18.499, 0.024609
square, 68, 36.75, 0.15
noise, 20, 58.8, 0.0375
square, 76, 37.2, 0.15
noise, 20, 8.1, 0.024609
noise, 20, 63.3, 0.0375
square, 65, 64.05, 0.15
tri, 55, 26.85, 0.15
square, 79, 26.7, 0.15
square, 71, 15.15, 0.15
noise, 20, 71.25, 0.0375
square, 64, 54.6, 0.15
square, 77, 22.2, 0.15
tri, 60, 13.8, 0.15
square, 67, 75.6, 0.15
noise, 20, 19.8, 0.075
square, 81, 53.198, 0.10078
noise, 20, 56.85, 0.0375
tri, 53, 3.75, 0.15
tri, 55, 42.45, 0.15
square, 79, 53.599, 0.098437
tri, 51, 31.65, 0.15
tri, 48, 73.65, 0.15
square, 71, 43.598, 0.10078
square, 60, 7.65, 0.15
noise, 20, 55.2, 0.0375
square, 71, 8.85, 0.15
square, 79, 5.1984, 0.10078
square, 70, 9.15, 0.15
square, 69, 4.5, 0.15
square, 74, 32.1, 0.15
noise, 20, 23.899, 0.024609
square, 71, 27.15, 0.15
noise, 20, 38.4, 0.0375
square, 71, 10.65, 0.15
tri, 64, 49.05, 0.15
square, 72, 72.45, 0.15
tri, 55, 45.6, 0.15
square, 81, 5.4, 0.15
square, 72, 15.45, 0.15
noise, 20, 62.4, 0.0375



